account_id,credttm,colltnamt,risk_score,risk_level,action,rule_high_value,rule_rapid_repeat,rule_dormant,rule_amount_spike,rule_velocity,suppress_device,suppress_ip,suppress_recurring,suppress_auth,shadow_risk_level,shadow_action
20135564527,2025-07-23 17:42:42,5660.0,0,LOW,ALLOW,0,0,0,0,0,0,0,0,0,LOW,ALLOW
20135564527,2025-07-23 17:52:31,5660.0,3,MEDIUM,MANUAL_REVIEW,0,1,0,0,0,0,0,0,0,MEDIUM,LOG_ONLY
20135564527,2025-07-23 17:56:18,5660.0,3,MEDIUM,MANUAL_REVIEW,0,1,0,0,0,0,0,0,0,MEDIUM,LOG_ONLY
20151684095,2025-07-07 13:20:46,5100.0,0,LOW,ALLOW,0,0,0,0,0,0,0,0,0,LOW,ALLOW
20151684095,2025-07-07 13:23:42,5100.0,3,MEDIUM,MANUAL_REVIEW,0,1,0,0,0,0,0,0,0,MEDIUM,LOG_ONLY
20259942985,2025-07-02 18:22:29,13500.0,0,LOW,ALLOW,0,0,0,0,0,0,0,0,0,LOW,ALLOW
20381348888,2025-07-20 13:06:30,2092.0,0,LOW,ALLOW,0,0,0,0,0,0,0,0,0,LOW,ALLOW
20389634214,2025-07-23 15:21:24,66199.0,0,LOW,ALLOW,0,0,0,0,0,0,0,0,0,LOW,ALLOW
