canonical_customer_id,usr_id,account_id,confidence
CUST_000000,100000002,20135564527,HIGH
CUST_000003,100007018,20151684095,HIGH
CUST_000005,100037286,20259942985,HIGH
CUST_000006,100037369,20381348888,HIGH
CUST_000007,100038177,20389634214,HIGH
